----------------------------------------------------
       Curve Parameters       | Order | Generator  
  a = 44   b = 86   p = 101   | 89    |  (1, 63)   
  a = 45   b = 86   p = 101   | 99    |  (1, 58)   
  a = 46   b = 86   p = 101   | 119   |  (2, 40)   
  a = 47   b = 86   p = 101   | 87    |  (1, 29)   
  a = 48   b = 86   p = 101   | 102   |  (7, 19)   
  a = 49   b = 86   p = 101   | 105   |  (3, 19)   
  a = 50   b = 86   p = 101   | 112   | Not Cyclic 
  a = 51   b = 86   p = 101   | 102   |  (15, 40)  
  a = 52   b = 86   p = 101   | 104   | Not Cyclic 
  a = 53   b = 86   p = 101   | 86    |  (3, 26)   
  a = 54   b = 86   p = 101   | 102   |  (13, 37)  
  a = 55   b = 86   p = 101   | 104   |  (3, 51)   
  a = 56   b = 86   p = 101   | 104   | Not Cyclic 
  a = 57   b = 86   p = 101   | 98    |  (1, 12)   
  a = 58   b = 86   p = 101   | 101   |  (3, 40)   
  a = 59   b = 86   p = 101   | 102   |   (5, 1)   
  a = 60   b = 86   p = 101   | 84    |  (4, 84)   
  a = 61   b = 86   p = 101   | 120   |  (1, 42)   
  a = 62   b = 86   p = 101   | 100   | Not Cyclic 
  a = 64   b = 86   p = 101   | 108   | Not Cyclic 
  a = 65   b = 86   p = 101   | 88    |  (2, 27)   
  a = 66   b = 86   p = 101   | 111   |  (1, 31)   
  a = 67   b = 86   p = 101   | 105   |  (4, 69)   
  a = 68   b = 86   p = 101   | 90    |  (1, 16)   
  a = 69   b = 86   p = 101   | 96    |  (2, 63)   
  a = 70   b = 86   p = 101   | 93    |  (1, 37)   
  a = 71   b = 86   p = 101   | 99    |  (3, 86)   
  a = 72   b = 86   p = 101   | 108   | Not Cyclic 
  a = 73   b = 86   p = 101   | 92    | Not Cyclic 
  a = 74   b = 86   p = 101   | 106   |  (8, 68)   
  a = 75   b = 86   p = 101   | 96    |  (8, 84)   
  a = 76   b = 86   p = 101   | 102   |  (7, 31)   
  a = 77   b = 86   p = 101   | 84    |  (13, 31)  
  a = 78   b = 86   p = 101   | 96    |  (5, 46)   
  a = 79   b = 86   p = 101   | 92    | Not Cyclic 
  a = 80   b = 86   p = 101   | 100   |  (5, 56)   
  a = 81   b = 86   p = 101   | 94    |  (4, 26)   
  a = 82   b = 86   p = 101   | 92    |  (3, 37)   
  a = 83   b = 86   p = 101   | 90    |  (4, 52)   
  a = 84   b = 86   p = 101   | 105   |  (8, 19)   
  a = 85   b = 86   p = 101   | 112   |  (1, 24)   
  a = 86   b = 86   p = 101   | 99    |  (3, 88)   
  a = 87   b = 86   p = 101   | 100   |  (8, 53)   
  a = 88   b = 86   p = 101   | 87    |  (2, 88)   
  a = 89   b = 86   p = 101   | 110   |  (2, 26)   
  a = 90   b = 86   p = 101   | 112   |  (3, 79)   
  a = 91   b = 86   p = 101   | 90    |  (1, 28)   
  a = 92   b = 86   p = 101   | 92    |  (1, 52)   
  a = 93   b = 86   p = 101   | 109   |  (1, 68)   
  a = 94   b = 86   p = 101   | 116   |  (2, 79)   
  a = 95   b = 86   p = 101   | 114   |  (5, 79)   
  a = 96   b = 86   p = 101   | 96    | Not Cyclic 
  a = 97   b = 86   p = 101   | 92    |  (6, 51)   
  a = 98   b = 86   p = 101   | 102   |  (1, 36)   
  a = 99   b = 86   p = 101   | 113   |  (1, 40)   
  a = 100  b = 86   p = 101   | 94    |  (2, 71)   
  a = 0    b = 87   p = 101   | 102   |  (21, 37)  
  a = 1    b = 87   p = 101   | 120   |  (6, 39)   
  a = 2    b = 87   p = 101   | 118   |  (4, 19)   
  a = 3    b = 87   p = 101   | 84    | Not Cyclic 
  a = 4    b = 87   p = 101   | 108   |  (0, 84)   
  a = 5    b = 87   p = 101   | 112   |  (4, 26)   
  a = 6    b = 87   p = 101   | 103   |  (0, 84)   
  a = 7    b = 87   p = 101   | 114   |  (4, 52)   
  a = 8    b = 87   p = 101   | 113   |  (0, 84)   
  a = 9    b = 87   p = 101   | 104   |  (1, 81)   
  a = 11   b = 87   p = 101   | 90    |  (2, 97)   
  a = 12   b = 87   p = 101   | 117   |  (1, 91)   
  a = 13   b = 87   p = 101   | 112   |  (3, 31)   
  a = 14   b = 87   p = 101   | 114   |  (0, 84)   
  a = 15   b = 87   p = 101   | 115   |  (0, 84)   
  a = 16   b = 87   p = 101   | 120   |  (8, 90)   
  a = 17   b = 87   p = 101   | 112   |  (1, 99)   
  a = 18   b = 87   p = 101   | 112   | Not Cyclic 
  a = 19   b = 87   p = 101   | 99    |  (0, 84)   
  a = 20   b = 87   p = 101   | 108   | Not Cyclic 
  a = 21   b = 87   p = 101   | 108   | Not Cyclic 
  a = 22   b = 87   p = 101   | 108   |  (4, 80)   
  a = 23   b = 87   p = 101   | 102   |  (8, 51)   
  a = 24   b = 87   p = 101   | 98    |  (0, 84)   
  a = 25   b = 87   p = 101   | 119   |  (0, 84)   
  a = 26   b = 87   p = 101   | 114   |  (14, 8)   
  a = 27   b = 87   p = 101   | 102   |  (0, 84)   
  a = 28   b = 87   p = 101   | 93    |  (3, 81)   
  a = 29   b = 87   p = 101   | 96    | Not Cyclic 
  a = 30   b = 87   p = 101   | 117   |  (0, 84)   
  a = 31   b = 87   p = 101   | 96    | Not Cyclic 
  a = 32   b = 87   p = 101   | 111   |  (0, 84)   
  a = 33   b = 87   p = 101   | 95    |  (0, 84)   
  a = 34   b = 87   p = 101   | 95    |  (3, 69)   
  a = 35   b = 87   p = 101   | 108   |   (2, 8)   
  a = 36   b = 87   p = 101   | 105   |  (1, 86)   
  a = 37   b = 87   p = 101   | 98    |  (1, 78)   
  a = 38   b = 87   p = 101   | 102   |   (1, 5)   
  a = 39   b = 87   p = 101   | 98    |  (13, 8)   
  a = 40   b = 87   p = 101   | 92    | Not Cyclic 
  a = 41   b = 87   p = 101   | 97    |  (0, 84)   
  a = 42   b = 87   p = 101   | 109   |  (0, 84)   
  a = 43   b = 87   p = 101   | 112   | Not Cyclic 
  a = 44   b = 87   p = 101   | 100   |  (1, 58)   
  a = 45   b = 87   p = 101   | 117   |  (2, 36)   
  a = 46   b = 87   p = 101   | 96    |  (1, 29)   
  a = 47   b = 87   p = 101   | 99    |  (2, 54)   
  a = 48   b = 87   p = 101   | 120   |  (9, 95)   
  a = 49   b = 87   p = 101   | 83    |  (0, 84)   
  a = 50   b = 87   p = 101   | 116   |  (0, 84)   
  a = 51   b = 87   p = 101   | 94    |  (0, 84)   
  a = 52   b = 87   p = 101   | 116   |  (0, 84)   
  a = 53   b = 87   p = 101   | 112   | Not Cyclic 
  a = 54   b = 87   p = 101   | 116   |  (0, 84)   
  a = 55   b = 87   p = 101   | 88    |  (0, 84)   
  a = 56   b = 87   p = 101   | 111   |  (0, 84)   
  a = 57   b = 87   p = 101   | 85    |  (0, 84)   
  a = 58   b = 87   p = 101   | 108   |  (0, 84)   
  a = 59   b = 87   p = 101   | 91    |  (0, 84)   
  a = 60   b = 87   p = 101   | 108   |  (0, 84)   
  a = 61   b = 87   p = 101   | 102   |  (3, 87)   
  a = 62   b = 87   p = 101   | 103   |  (0, 84)   
  a = 63   b = 87   p = 101   | 88    | Not Cyclic 
  a = 64   b = 87   p = 101   | 104   |  (0, 84)   
  a = 65   b = 87   p = 101   | 100   | Not Cyclic 
  a = 66   b = 87   p = 101   | 110   |   (2, 5)   
  a = 67   b = 87   p = 101   | 97    |  (0, 84)   
  a = 68   b = 87   p = 101   | 92    |  (0, 84)   
  a = 69   b = 87   p = 101   | 84    |  (2, 58)   
  a = 70   b = 87   p = 101   | 89    |  (0, 84)   
  a = 71   b = 87   p = 101   | 84    | Not Cyclic 
  a = 72   b = 87   p = 101   | 92    |  (27, 91)  
  a = 73   b = 87   p = 101   | 93    |  (0, 84)   
  a = 74   b = 87   p = 101   | 88    | Not Cyclic 
  a = 75   b = 87   p = 101   | 114   |  (0, 84)   
  a = 76   b = 87   p = 101   | 90    |  (2, 34)   
  a = 77   b = 87   p = 101   | 105   |  (2, 42)   
  a = 78   b = 87   p = 101   | 117   |  (0, 84)   
  a = 79   b = 87   p = 101   | 87    |  (6, 26)   
  a = 80   b = 87   p = 101   | 110   |  (7, 92)   
  a = 81   b = 87   p = 101   | 102   |  (10, 68)  
  a = 82   b = 87   p = 101   | 100   | Not Cyclic 
  a = 83   b = 87   p = 101   | 107   |  (0, 84)   
  a = 84   b = 87   p = 101   | 86    |  (11, 25)  
  a = 85   b = 87   p = 101   | 110   |  (0, 84)   
  a = 86   b = 87   p = 101   | 106   |  (2, 60)   
  a = 87   b = 87   p = 101   | 112   |  (0, 84)   
  a = 88   b = 87   p = 101   | 90    |  (0, 84)   
  a = 89   b = 87   p = 101   | 105   |  (0, 84)   
  a = 90   b = 87   p = 101   | 104   |  (0, 84)   
  a = 91   b = 87   p = 101   | 105   |  (0, 84)   
  a = 92   b = 87   p = 101   | 104   |  (0, 84)   
  a = 93   b = 87   p = 101   | 114   |  (0, 84)   
  a = 94   b = 87   p = 101   | 99    |  (0, 84)   
  a = 95   b = 87   p = 101   | 91    |  (0, 84)   
  a = 96   b = 87   p = 101   | 95    |  (0, 84)   
  a = 97   b = 87   p = 101   | 108   | Not Cyclic 
  a = 98   b = 87   p = 101   | 96    | Not Cyclic 
  a = 99   b = 87   p = 101   | 102   |  (8, 52)   
  a = 100  b = 87   p = 101   | 105   |  (0, 84)   
  a = 0    b = 88   p = 101   | 102   |  (2, 46)   
  a = 1    b = 88   p = 101   | 99    |  (0, 54)   
  a = 2    b = 88   p = 101   | 102   |  (19, 97)  
  a = 3    b = 88   p = 101   | 85    |  (0, 54)   
  a = 4    b = 88   p = 101   | 90    |  (5, 58)   
  a = 5    b = 88   p = 101   | 91    |  (0, 54)   
  a = 6    b = 88   p = 101   | 112   |  (11, 24)  
  a = 7    b = 88   p = 101   | 111   |  (0, 54)   
  a = 8    b = 88   p = 101   | 94    |  (0, 54)   
  a = 9    b = 88   p = 101   | 89    |  (0, 54)   
  a = 10   b = 88   p = 101   | 105   |  (0, 54)   
  a = 11   b = 88   p = 101   | 114   |  (4, 87)   
  a = 12   b = 88   p = 101   | 114   |  (9, 97)   
  a = 13   b = 88   p = 101   | 117   |  (2, 18)   
  a = 14   b = 88   p = 101   | 104   |  (0, 54)   
  a = 15   b = 88   p = 101   | 107   |  (0, 54)   
  a = 16   b = 88   p = 101   | 120   |  (1, 99)   
  a = 17   b = 88   p = 101   | 108   | Not Cyclic 
  a = 18   b = 88   p = 101   | 98    |  (2, 58)   
  a = 19   b = 88   p = 101   | 108   |  (0, 54)   
  a = 20   b = 88   p = 101   | 105   |  (4, 63)   
  a = 21   b = 88   p = 101   | 95    |  (0, 54)   
  a = 22   b = 88   p = 101   | 114   |  (0, 54)   
  a = 23   b = 88   p = 101   | 95    |  (0, 54)   
  a = 24   b = 88   p = 101   | 116   |  (0, 54)   
  a = 25   b = 88   p = 101   | 84    | Not Cyclic 
  a = 26   b = 88   p = 101   | 104   |  (0, 54)   
  a = 27   b = 88   p = 101   | 113   |  (0, 54)   
  a = 28   b = 88   p = 101   | 102   |  (0, 54)   
  a = 29   b = 88   p = 101   | 96    |  (1, 44)   
  a = 30   b = 88   p = 101   | 100   | Not Cyclic 
  a = 31   b = 88   p = 101   | 86    |  (1, 25)   
  a = 32   b = 88   p = 101   | 118   |  (5, 26)   
  a = 33   b = 88   p = 101   | 108   | Not Cyclic 
  a = 34   b = 88   p = 101   | 92    | Not Cyclic 
  a = 35   b = 88   p = 101   | 91    |  (0, 54)   
  a = 36   b = 88   p = 101   | 117   |  (0, 54)   
  a = 37   b = 88   p = 101   | 108   | Not Cyclic 
  a = 38   b = 88   p = 101   | 115   |  (0, 54)   
  a = 39   b = 88   p = 101   | 95    |  (4, 56)   
  a = 40   b = 88   p = 101   | 112   | Not Cyclic 
  a = 41   b = 88   p = 101   | 92    |  (2, 28)   
  a = 42   b = 88   p = 101   | 105   |  (0, 54)   
  a = 43   b = 88   p = 101   | 104   |  (2, 92)   
  a = 44   b = 88   p = 101   | 93    |  (3, 34)   
  a = 45   b = 88   p = 101   | 99    |  (2, 40)   
  a = 46   b = 88   p = 101   | 110   |  (2, 84)   
  a = 47   b = 88   p = 101   | 110   |  (0, 54)   
  a = 48   b = 88   p = 101   | 84    | Not Cyclic 
  a = 49   b = 88   p = 101   | 108   |  (4, 34)   
  a = 50   b = 88   p = 101   | 97    |  (0, 54)   
  a = 51   b = 88   p = 101   | 108   |  (0, 54)   
  a = 52   b = 88   p = 101   | 87    |  (14, 5)   
  a = 53   b = 88   p = 101   | 96    | Not Cyclic 
  a = 54   b = 88   p = 101   | 120   |  (5, 68)   
  a = 55   b = 88   p = 101   | 108   |  (9, 91)   
  a = 56   b = 88   p = 101   | 116   |  (0, 54)   
  a = 57   b = 88   p = 101   | 93    |  (0, 54)   
  a = 58   b = 88   p = 101   | 104   |  (0, 54)   
  a = 60   b = 88   p = 101   | 96    | Not Cyclic 
  a = 61   b = 88   p = 101   | 120   |  (1, 94)   
  a = 62   b = 88   p = 101   | 97    |  (0, 54)   
  a = 63   b = 88   p = 101   | 106   |  (2, 90)   
  a = 64   b = 88   p = 101   | 108   |  (0, 54)   
  a = 65   b = 88   p = 101   | 102   |  (7, 52)   
  a = 66   b = 88   p = 101   | 109   |  (0, 54)   
  a = 67   b = 88   p = 101   | 102   |  (3, 66)   
  a = 68   b = 88   p = 101   | 110   |  (1, 37)   
  a = 69   b = 88   p = 101   | 102   |  (7, 56)   
  a = 70   b = 88   p = 101   | 112   |  (1, 19)   
  a = 71   b = 88   p = 101   | 105   |  (2, 95)   
  a = 72   b = 88   p = 101   | 88    |  (0, 54)   
  a = 73   b = 88   p = 101   | 88    | Not Cyclic 
  a = 74   b = 88   p = 101   | 114   |  (0, 54)   
  a = 75   b = 88   p = 101   | 90    |  (3, 80)   
  a = 76   b = 88   p = 101   | 117   |  (0, 54)   
  a = 77   b = 88   p = 101   | 83    |  (0, 54)   
  a = 78   b = 88   p = 101   | 92    |  (0, 54)   
  a = 79   b = 88   p = 101   | 112   |  (0, 54)   
  a = 80   b = 88   p = 101   | 112   |  (1, 88)   
  a = 81   b = 88   p = 101   | 98    |  (0, 54)   
  a = 82   b = 88   p = 101   | 112   | Not Cyclic 
  a = 83   b = 88   p = 101   | 103   |  (0, 54)   
  a = 84   b = 88   p = 101   | 102   |   (3, 8)   
  a = 85   b = 88   p = 101   | 105   |  (0, 54)   
  a = 86   b = 88   p = 101   | 112   | Not Cyclic 
  a = 87   b = 88   p = 101   | 98    |  (2, 88)   
  a = 88   b = 88   p = 101   | 111   |  (0, 54)   
  a = 89   b = 88   p = 101   | 114   |  (0, 54)   
  a = 90   b = 88   p = 101   | 99    |  (0, 54)   
  a = 91   b = 88   p = 101   | 117   |  (1, 68)   
  a = 92   b = 88   p = 101   | 96    | Not Cyclic 
  a = 93   b = 88   p = 101   | 116   |  (0, 54)   
  a = 94   b = 88   p = 101   | 84    |  (4, 86)   
  a = 95   b = 88   p = 101   | 90    |  (0, 54)   
  a = 96   b = 88   p = 101   | 103   |  (0, 54)   
  a = 97   b = 88   p = 101   | 119   |  (0, 54)   
  a = 98   b = 88   p = 101   | 100   |  (3, 56)   
  a = 99   b = 88   p = 101   | 88    | Not Cyclic 
  a = 100  b = 88   p = 101   | 100   | Not Cyclic 
  a = 0    b = 89   p = 101   | 102   |  (8, 46)   
  a = 1    b = 89   p = 101   | 96    | Not Cyclic 
  a = 2    b = 89   p = 101   | 112   | Not Cyclic 
  a = 3    b = 89   p = 101   | 96    |  (3, 78)   
  a = 4    b = 89   p = 101   | 94    |  (4, 88)   
  a = 5    b = 89   p = 101   | 99    |  (15, 99)  
  a = 6    b = 89   p = 101   | 105   |  (3, 29)   
  a = 7    b = 89   p = 101   | 106   |  (1, 81)   
  a = 8    b = 89   p = 101   | 113   |  (4, 36)   
  a = 9    b = 89   p = 101   | 117   |  (2, 69)   
  a = 10   b = 89   p = 101   | 102   |  (1, 91)   
  a = 11   b = 89   p = 101   | 92    | Not Cyclic 
  a = 12   b = 89   p = 101   | 102   |  (9, 44)   
  a = 13   b = 89   p = 101   | 96    |  (3, 16)   
  a = 14   b = 89   p = 101   | 87    |  (5, 53)   
  a = 15   b = 89   p = 101   | 108   | Not Cyclic 
  a = 16   b = 89   p = 101   | 92    |  (1, 56)   
  a = 17   b = 89   p = 101   | 106   |  (1, 39)   
  a = 18   b = 89   p = 101   | 119   |  (4, 86)   
  a = 19   b = 89   p = 101   | 99    |  (9, 79)   
  a = 20   b = 89   p = 101   | 96    | Not Cyclic 
  a = 21   b = 89   p = 101   | 84    |  (10, 84)  
  a = 22   b = 89   p = 101   | 99    |  (3, 92)   
  a = 23   b = 89   p = 101   | 93    |  (3, 36)   
  a = 24   b = 89   p = 101   | 114   |  (1, 66)   
  a = 25   b = 89   p = 101   | 109   |  (1, 69)   
  a = 26   b = 89   p = 101   | 89    |   (8, 1)   
  a = 27   b = 89   p = 101   | 96    |  (3, 46)   
  a = 28   b = 89   p = 101   | 116   |  (1, 44)   
  a = 29   b = 89   p = 101   | 90    |  (2, 16)   
  a = 30   b = 89   p = 101   | 113   |  (1, 25)   
  a = 31   b = 89   p = 101   | 90    |  (2, 19)   
  a = 32   b = 89   p = 101   | 109   |  (1, 18)   
  a = 33   b = 89   p = 101   | 88    |  (1, 27)   
  a = 34   b = 89   p = 101   | 116   | Not Cyclic 
  a = 35   b = 89   p = 101   | 105   |  (3, 25)   
  a = 36   b = 89   p = 101   | 92    |  (2, 88)   
  a = 37   b = 89   p = 101   | 109   |  (2, 26)   
  a = 38   b = 89   p = 101   | 92    | Not Cyclic 
  a = 39   b = 89   p = 101   | 111   |  (3, 58)   
  a = 40   b = 89   p = 101   | 90    |  (7, 56)   
  a = 41   b = 89   p = 101   | 87    |  (1, 63)   
  a = 42   b = 89   p = 101   | 93    |  (1, 58)   
  a = 43   b = 89   p = 101   | 88    |  (10, 99)  
  a = 44   b = 89   p = 101   | 112   |  (2, 36)   
  a = 45   b = 89   p = 101   | 100   |  (10, 78)  
  a = 46   b = 89   p = 101   | 114   |  (2, 54)   
  a = 47   b = 89   p = 101   | 108   | Not Cyclic 
  a = 48   b = 89   p = 101   | 110   |  (6, 54)   
  a = 49   b = 89   p = 101   | 120   | Not Cyclic 
  a = 50   b = 89   p = 101   | 99    |   (3, 8)   
  a = 52   b = 89   p = 101   | 87    |  (2, 91)   
  a = 53   b = 89   p = 101   | 88    |  (7, 46)   
  a = 54   b = 89   p = 101   | 115   |  (1, 12)   
  a = 55   b = 89   p = 101   | 100   | Not Cyclic 
  a = 56   b = 89   p = 101   | 100   |  (1, 34)   
  a = 57   b = 89   p = 101   | 108   | Not Cyclic 
  a = 58   b = 89   p = 101   | 121   |  (3, 54)   
  a = 59   b = 89   p = 101   | 120   |  (2, 66)   
  a = 60   b = 89   p = 101   | 99    |  (1, 94)   
  a = 61   b = 89   p = 101   | 91    |  (2, 44)   
  a = 62   b = 89   p = 101   | 111   |  (2, 25)   
  a = 63   b = 89   p = 101   | 84    |  (1, 31)   
  a = 64   b = 89   p = 101   | 112   |  (15, 92)  
  a = 65   b = 89   p = 101   | 114   |  (1, 16)   
  a = 66   b = 89   p = 101   | 90    |  (4, 66)   
  a = 67   b = 89   p = 101   | 102   |  (3, 69)   
  a = 68   b = 89   p = 101   | 105   |  (4, 18)   
  a = 69   b = 89   p = 101   | 107   |  (1, 19)   
  a = 70   b = 89   p = 101   | 92    |  (3, 86)   
  a = 71   b = 89   p = 101   | 101   |  (2, 80)   
  a = 72   b = 89   p = 101   | 90    |  (4, 80)   
  a = 73   b = 89   p = 101   | 108   |  (6, 95)   
  a = 74   b = 89   p = 101   | 94    |  (2, 12)   
  a = 75   b = 89   p = 101   | 98    |  (2, 34)   
  a = 76   b = 89   p = 101   | 92    |  (1, 60)   
  a = 77   b = 89   p = 101   | 85    |  (2, 94)   
  a = 78   b = 89   p = 101   | 87    |  (3, 42)   
  a = 79   b = 89   p = 101   | 104   | Not Cyclic 
  a = 80   b = 89   p = 101   | 94    |  (10, 24)  
  a = 81   b = 89   p = 101   | 96    |  (6, 36)   
  a = 82   b = 89   p = 101   | 106   |  (4, 28)   
  a = 83   b = 89   p = 101   | 104   |  (21, 36)  
  a = 84   b = 89   p = 101   | 100   |  (3, 60)   
  a = 85   b = 89   p = 101   | 118   |  (3, 88)   
  a = 86   b = 89   p = 101   | 120   | Not Cyclic 
  a = 87   b = 89   p = 101   | 102   |  (1, 51)   
  a = 88   b = 89   p = 101   | 92    | Not Cyclic 
  a = 89   b = 89   p = 101   | 116   | Not Cyclic 
  a = 90   b = 89   p = 101   | 97    |  (1, 68)   
  a = 91   b = 89   p = 101   | 86    |  (1, 79)   
  a = 92   b = 89   p = 101   | 96    |  (2, 68)   
  a = 93   b = 89   p = 101   | 95    |  (1, 53)   
  a = 94   b = 89   p = 101   | 101   |  (3, 87)   
  a = 95   b = 89   p = 101   | 104   | Not Cyclic 
  a = 96   b = 89   p = 101   | 84    |  (1, 40)   
  a = 97   b = 89   p = 101   | 96    | Not Cyclic 
  a = 98   b = 89   p = 101   | 107   |  (1, 84)   
  a = 99   b = 89   p = 101   | 102   |  (7, 69)   
  a = 100  b = 89   p = 101   | 102   |  (14, 71)  
  a = 0    b = 90   p = 101   | 102   |  (10, 79)  
  a = 1    b = 90   p = 101   | 114   |  (6, 98)   
  a = 2    b = 90   p = 101   | 110   |  (3, 27)   
  a = 3    b = 90   p = 101   | 90    |  (4, 60)   
  a = 4    b = 90   p = 101   | 84    |  (5, 29)   
  a = 5    b = 90   p = 101   | 99    |  (1, 46)   
  a = 6    b = 90   p = 101   | 88    |  (1, 81)   
  a = 7    b = 90   p = 101   | 102   |  (3, 80)   
  a = 8    b = 90   p = 101   | 86    |  (2, 66)   
  a = 9    b = 90   p = 101   | 87    |  (1, 91)   
  a = 10   b = 90   p = 101   | 92    | Not Cyclic 
  a = 11   b = 90   p = 101   | 111   |  (2, 25)   
  a = 12   b = 90   p = 101   | 120   | Not Cyclic 
  a = 13   b = 90   p = 101   | 117   |  (2, 86)   
  a = 14   b = 90   p = 101   | 88    |   (2, 5)   
  a = 15   b = 90   p = 101   | 108   | Not Cyclic 
  a = 16   b = 90   p = 101   | 96    |  (11, 53)  
  a = 17   b = 90   p = 101   | 94    |  (4, 90)   
  a = 18   b = 90   p = 101   | 116   |  (2, 29)   
  a = 19   b = 90   p = 101   | 87    |  (8, 42)   
  a = 20   b = 90   p = 101   | 92    |  (6, 27)   
  a = 21   b = 90   p = 101   | 102   |  (5, 44)   
  a = 22   b = 90   p = 101   | 93    |  (3, 53)   
  a = 23   b = 90   p = 101   | 108   | Not Cyclic 
  a = 24   b = 90   p = 101   | 101   |  (1, 69)   
  a = 25   b = 90   p = 101   | 104   | Not Cyclic 
  a = 26   b = 90   p = 101   | 119   |  (1, 97)   
  a = 27   b = 90   p = 101   | 93    |  (3, 81)   
  a = 28   b = 90   p = 101   | 90    |  (17, 5)   
  a = 29   b = 90   p = 101   | 97    |  (1, 25)   
  a = 30   b = 90   p = 101   | 96    |  (1, 90)   
  a = 31   b = 90   p = 101   | 109   |  (1, 18)   
  a = 32   b = 90   p = 101   | 91    |  (1, 27)   
  a = 33   b = 90   p = 101   | 118   |  (3, 69)   
  a = 34   b = 90   p = 101   | 113   |  (1, 78)   
  a = 35   b = 90   p = 101   | 109   |   (1, 5)   
  a = 36   b = 90   p = 101   | 100   |  (3, 86)   
  a = 37   b = 90   p = 101   | 94    |  (4, 91)   
  a = 38   b = 90   p = 101   | 96    |  (10, 37)  
  a = 39   b = 90   p = 101   | 96    |  (5, 39)   
  a = 41   b = 90   p = 101   | 98    |  (1, 58)   
  a = 42   b = 90   p = 101   | 102   |  (12, 91)  
  a = 43   b = 90   p = 101   | 99    |  (1, 29)   
  a = 44   b = 90   p = 101   | 114   |  (11, 84)  
  a = 45   b = 90   p = 101   | 92    |  (4, 58)   
